Replacement Policy = LRU
-------------------------------------
Page   Content of Frames
01 F   04 06 63 24 57 42 73 87 98 66 11 96 84 95 43 67 65 97 52 28 71 12 76 50 10 37 45 62 19 72 03 30 14 90 23 38 99 78 16 41 09 46 18 88 53 77 01 40 54 82 
56 F   04 06 63 24 57 42 73 87 98 66 11 96 84 95 43 67 65 97 52 28 71 12 76 50 10 37 45 62 19 72 03 30 56 90 23 38 99 78 16 41 09 46 18 88 53 77 01 40 54 82 
47 F   04 06 63 24 57 42 73 87 98 66 11 96 84 95 43 67 65 97 52 28 71 12 76 50 10 37 45 62 19 72 03 30 56 90 23 38 99 78 16 41 09 46 18 47 53 77 01 40 54 82 
41     04 06 63 24 57 42 73 87 98 66 11 96 84 95 43 67 65 97 52 28 71 12 76 50 10 37 45 62 19 72 03 30 56 90 23 38 99 78 16 41 09 46 18 47 53 77 01 40 54 82 
59 F   04 06 63 24 57 42 73 87 98 66 11 96 59 95 43 67 65 97 52 28 71 12 76 50 10 37 45 62 19 72 03 30 56 90 23 38 99 78 16 41 09 46 18 47 53 77 01 40 54 82 
95     04 06 63 24 57 42 73 87 98 66 11 96 59 95 43 67 65 97 52 28 71 12 76 50 10 37 45 62 19 72 03 30 56 90 23 38 99 78 16 41 09 46 18 47 53 77 01 40 54 82 
04     04 06 63 24 57 42 73 87 98 66 11 96 59 95 43 67 65 97 52 28 71 12 76 50 10 37 45 62 19 72 03 30 56 90 23 38 99 78 16 41 09 46 18 47 53 77 01 40 54 82 
78     04 06 63 24 57 42 73 87 98 66 11 96 59 95 43 67 65 97 52 28 71 12 76 50 10 37 45 62 19 72 03 30 56 90 23 38 99 78 16 41 09 46 18 47 53 77 01 40 54 82 
68 F   04 06 63 24 57 42 73 87 98 66 11 96 59 95 43 67 65 97 52 28 71 12 76 50 10 37 45 62 68 72 03 30 56 90 23 38 99 78 16 41 09 46 18 47 53 77 01 40 54 82 
02 F   04 06 63 24 57 42 73 87 98 66 11 96 59 95 43 67 65 97 52 28 02 12 76 50 10 37 45 62 68 72 03 30 56 90 23 38 99 78 16 41 09 46 18 47 53 77 01 40 54 82 
05 F   04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 65 97 52 28 02 12 76 50 10 37 45 62 68 72 03 30 56 90 23 38 99 78 16 41 09 46 18 47 53 77 01 40 54 82 
24     04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 65 97 52 28 02 12 76 50 10 37 45 62 68 72 03 30 56 90 23 38 99 78 16 41 09 46 18 47 53 77 01 40 54 82 
06     04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 65 97 52 28 02 12 76 50 10 37 45 62 68 72 03 30 56 90 23 38 99 78 16 41 09 46 18 47 53 77 01 40 54 82 
61 F   04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 12 76 50 10 37 45 62 68 72 03 30 56 90 23 38 99 78 16 41 09 46 18 47 53 77 01 40 54 82 
87 F   04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 12 76 50 10 37 45 62 68 72 03 30 56 90 23 87 99 78 16 41 09 46 18 47 53 77 01 40 54 82 
71 F   04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 12 76 50 10 37 45 62 68 72 03 30 56 90 23 87 99 78 16 41 09 46 18 47 53 77 01 40 71 82 
68     04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 12 76 50 10 37 45 62 68 72 03 30 56 90 23 87 99 78 16 41 09 46 18 47 53 77 01 40 71 82 
28     04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 12 76 50 10 37 45 62 68 72 03 30 56 90 23 87 99 78 16 41 09 46 18 47 53 77 01 40 71 82 
86 F   04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 12 76 50 10 37 45 62 68 86 03 30 56 90 23 87 99 78 16 41 09 46 18 47 53 77 01 40 71 82 
95     04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 12 76 50 10 37 45 62 68 86 03 30 56 90 23 87 99 78 16 41 09 46 18 47 53 77 01 40 71 82 
09     04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 12 76 50 10 37 45 62 68 86 03 30 56 90 23 87 99 78 16 41 09 46 18 47 53 77 01 40 71 82 
06     04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 12 76 50 10 37 45 62 68 86 03 30 56 90 23 87 99 78 16 41 09 46 18 47 53 77 01 40 71 82 
87     04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 12 76 50 10 37 45 62 68 86 03 30 56 90 23 87 99 78 16 41 09 46 18 47 53 77 01 40 71 82 
32 F   04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 12 76 50 10 37 45 62 68 86 03 30 56 90 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 82 
22 F   04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 12 22 50 10 37 45 62 68 86 03 30 56 90 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 82 
83 F   04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 12 22 50 10 37 45 62 68 86 03 30 56 90 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 83 
93 F   04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 93 22 50 10 37 45 62 68 86 03 30 56 90 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 83 
62     04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 93 22 50 10 37 45 62 68 86 03 30 56 90 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 83 
93     04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 93 22 50 10 37 45 62 68 86 03 30 56 90 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 83 
82 F   04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 93 22 82 10 37 45 62 68 86 03 30 56 90 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 83 
10     04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 93 22 82 10 37 45 62 68 86 03 30 56 90 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 83 
67     04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 93 22 82 10 37 45 62 68 86 03 30 56 90 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 83 
30     04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 93 22 82 10 37 45 62 68 86 03 30 56 90 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 83 
93     04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 93 22 82 10 37 45 62 68 86 03 30 56 90 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 83 
16     04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 52 28 02 93 22 82 10 37 45 62 68 86 03 30 56 90 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 83 
54 F   04 06 63 24 57 42 73 05 98 66 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 45 62 68 86 03 30 56 90 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 83 
13 F   04 06 63 24 57 42 13 05 98 66 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 45 62 68 86 03 30 56 90 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 83 
53     04 06 63 24 57 42 13 05 98 66 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 45 62 68 86 03 30 56 90 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 83 
35 F   04 06 63 24 57 42 13 05 98 66 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 45 62 68 86 03 30 56 35 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 83 
78     04 06 63 24 57 42 13 05 98 66 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 45 62 68 86 03 30 56 35 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 83 
33 F   04 06 63 24 57 42 13 05 98 33 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 45 62 68 86 03 30 56 35 32 87 99 78 16 41 09 46 18 47 53 77 01 40 71 83 
29 F   04 06 63 24 57 42 13 05 98 33 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 45 62 68 86 03 30 56 35 32 87 99 78 16 41 09 46 18 47 53 29 01 40 71 83 
62     04 06 63 24 57 42 13 05 98 33 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 45 62 68 86 03 30 56 35 32 87 99 78 16 41 09 46 18 47 53 29 01 40 71 83 
01     04 06 63 24 57 42 13 05 98 33 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 45 62 68 86 03 30 56 35 32 87 99 78 16 41 09 46 18 47 53 29 01 40 71 83 
80 F   04 06 63 24 80 42 13 05 98 33 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 45 62 68 86 03 30 56 35 32 87 99 78 16 41 09 46 18 47 53 29 01 40 71 83 
10     04 06 63 24 80 42 13 05 98 33 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 45 62 68 86 03 30 56 35 32 87 99 78 16 41 09 46 18 47 53 29 01 40 71 83 
26 F   04 06 63 24 80 42 13 05 26 33 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 45 62 68 86 03 30 56 35 32 87 99 78 16 41 09 46 18 47 53 29 01 40 71 83 
66 F   04 06 63 24 80 42 13 05 26 33 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 45 62 68 86 03 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 40 71 83 
39 F   04 06 63 24 80 39 13 05 26 33 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 45 62 68 86 03 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 40 71 83 
13     04 06 63 24 80 39 13 05 26 33 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 45 62 68 86 03 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 40 71 83 
89 F   04 06 63 24 80 39 13 05 26 33 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 45 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 40 71 83 
08 F   04 06 63 24 80 39 13 05 26 33 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 40 71 83 
46     04 06 63 24 80 39 13 05 26 33 11 96 59 95 43 67 61 97 54 28 02 93 22 82 10 37 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 40 71 83 
44 F   04 06 63 24 80 39 13 05 26 33 11 44 59 95 43 67 61 97 54 28 02 93 22 82 10 37 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 40 71 83 
91 F   04 06 63 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 37 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 40 71 83 
97     04 06 63 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 37 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 40 71 83 
34 F   04 06 63 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 37 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 34 71 83 
91     04 06 63 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 37 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 34 71 83 
18     04 06 63 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 37 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 34 71 83 
66     04 06 63 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 37 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 34 71 83 
95     04 06 63 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 37 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 34 71 83 
93     04 06 63 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 37 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 34 71 83 
28     04 06 63 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 37 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 34 71 83 
87     04 06 63 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 37 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 34 71 83 
36 F   04 06 63 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 34 71 83 
61     04 06 63 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 34 71 83 
43     04 06 63 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 34 71 83 
60 F   04 06 60 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 34 71 83 
02     04 06 60 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 34 71 83 
46     04 06 60 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 56 35 32 87 66 78 16 41 09 46 18 47 53 29 01 34 71 83 
42 F   04 06 60 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 42 35 32 87 66 78 16 41 09 46 18 47 53 29 01 34 71 83 
88 F   04 06 60 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 42 35 32 87 66 78 16 41 09 46 18 88 53 29 01 34 71 83 
76 F   04 06 60 24 80 39 13 05 26 33 91 44 59 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 42 35 32 87 66 78 16 76 09 46 18 88 53 29 01 34 71 83 
21 F   04 06 60 24 80 39 13 05 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 42 35 32 87 66 78 16 76 09 46 18 88 53 29 01 34 71 83 
47 F   47 06 60 24 80 39 13 05 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 42 35 32 87 66 78 16 76 09 46 18 88 53 29 01 34 71 83 
75 F   47 06 60 24 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 42 35 32 87 66 78 16 76 09 46 18 88 53 29 01 34 71 83 
94 F   47 06 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 42 35 32 87 66 78 16 76 09 46 18 88 53 29 01 34 71 83 
26     47 06 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 42 35 32 87 66 78 16 76 09 46 18 88 53 29 01 34 71 83 
93     47 06 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 42 35 32 87 66 78 16 76 09 46 18 88 53 29 01 34 71 83 
79 F   47 06 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 42 35 32 87 66 78 16 76 09 46 18 88 53 29 01 34 79 83 
53     47 06 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 42 35 32 87 66 78 16 76 09 46 18 88 53 29 01 34 79 83 
02     47 06 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 42 35 32 87 66 78 16 76 09 46 18 88 53 29 01 34 79 83 
66     47 06 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 42 35 32 87 66 78 16 76 09 46 18 88 53 29 01 34 79 83 
66     47 06 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 42 35 32 87 66 78 16 76 09 46 18 88 53 29 01 34 79 83 
21     47 06 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 68 86 89 30 42 35 32 87 66 78 16 76 09 46 18 88 53 29 01 34 79 83 
92 F   47 06 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 92 86 89 30 42 35 32 87 66 78 16 76 09 46 18 88 53 29 01 34 79 83 
37 F   47 06 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 92 37 89 30 42 35 32 87 66 78 16 76 09 46 18 88 53 29 01 34 79 83 
89     47 06 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 92 37 89 30 42 35 32 87 66 78 16 76 09 46 18 88 53 29 01 34 79 83 
49 F   47 06 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 92 37 89 30 42 35 32 87 66 78 16 76 49 46 18 88 53 29 01 34 79 83 
59 F   47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 92 37 89 30 42 35 32 87 66 78 16 76 49 46 18 88 53 29 01 34 79 83 
52 F   47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 92 37 89 30 42 35 52 87 66 78 16 76 49 46 18 88 53 29 01 34 79 83 
01     47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 92 37 89 30 42 35 52 87 66 78 16 76 49 46 18 88 53 29 01 34 79 83 
28     47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 22 82 10 36 08 62 92 37 89 30 42 35 52 87 66 78 16 76 49 46 18 88 53 29 01 34 79 83 
81 F   47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 81 82 10 36 08 62 92 37 89 30 42 35 52 87 66 78 16 76 49 46 18 88 53 29 01 34 79 83 
53     47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 81 82 10 36 08 62 92 37 89 30 42 35 52 87 66 78 16 76 49 46 18 88 53 29 01 34 79 83 
33     47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 81 82 10 36 08 62 92 37 89 30 42 35 52 87 66 78 16 76 49 46 18 88 53 29 01 34 79 83 
28     47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 81 82 10 36 08 62 92 37 89 30 42 35 52 87 66 78 16 76 49 46 18 88 53 29 01 34 79 83 
72 F   47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 81 82 10 36 08 62 92 37 89 30 42 35 52 87 66 78 16 76 49 46 18 88 53 29 01 34 79 72 
82     47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 81 82 10 36 08 62 92 37 89 30 42 35 52 87 66 78 16 76 49 46 18 88 53 29 01 34 79 72 
01     47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 81 82 10 36 08 62 92 37 89 30 42 35 52 87 66 78 16 76 49 46 18 88 53 29 01 34 79 72 
82     47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 81 82 10 36 08 62 92 37 89 30 42 35 52 87 66 78 16 76 49 46 18 88 53 29 01 34 79 72 
37     47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 67 61 97 54 28 02 93 81 82 10 36 08 62 92 37 89 30 42 35 52 87 66 78 16 76 49 46 18 88 53 29 01 34 79 72 
12 F   47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 12 61 97 54 28 02 93 81 82 10 36 08 62 92 37 89 30 42 35 52 87 66 78 16 76 49 46 18 88 53 29 01 34 79 72 
11 F   47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 12 61 97 54 28 02 93 81 82 10 36 08 62 92 37 89 11 42 35 52 87 66 78 16 76 49 46 18 88 53 29 01 34 79 72 
22 F   47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 12 61 97 54 28 02 93 81 82 10 36 08 62 92 37 89 11 42 35 52 87 66 78 22 76 49 46 18 88 53 29 01 34 79 72 
27 F   47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 10 36 08 62 92 37 89 11 42 35 52 87 66 78 22 76 49 46 18 88 53 29 01 34 79 72 
91     47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 10 36 08 62 92 37 89 11 42 35 52 87 66 78 22 76 49 46 18 88 53 29 01 34 79 72 
67 F   47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 10 36 08 62 92 37 89 11 42 67 52 87 66 78 22 76 49 46 18 88 53 29 01 34 79 72 
36     47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 10 36 08 62 92 37 89 11 42 67 52 87 66 78 22 76 49 46 18 88 53 29 01 34 79 72 
04 F   47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 10 36 08 62 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 29 01 34 79 72 
16 F   47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 10 36 08 62 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
52     47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 10 36 08 62 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
21     47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 10 36 08 62 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
46     47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 10 36 08 62 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
72     47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 10 36 08 62 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
58 F   47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 10 36 08 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
13     47 59 60 94 80 39 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 10 36 08 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
14 F   47 59 60 94 14 39 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 10 36 08 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
51 F   47 59 60 94 14 39 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 51 36 08 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
48 F   47 59 60 94 14 48 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 51 36 08 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
94     47 59 60 94 14 48 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 51 36 08 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
62 F   47 59 60 94 14 48 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 51 36 62 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
13     47 59 60 94 14 48 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 51 36 62 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
13     47 59 60 94 14 48 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 51 36 62 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
58     47 59 60 94 14 48 13 75 26 33 91 44 21 95 43 12 61 97 27 28 02 93 81 82 51 36 62 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
56 F   47 59 60 94 14 48 13 75 26 33 91 56 21 95 43 12 61 97 27 28 02 93 81 82 51 36 62 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
56     47 59 60 94 14 48 13 75 26 33 91 56 21 95 43 12 61 97 27 28 02 93 81 82 51 36 62 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
57 F   47 59 60 94 14 48 13 75 26 33 91 56 21 95 43 12 61 57 27 28 02 93 81 82 51 36 62 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
93     47 59 60 94 14 48 13 75 26 33 91 56 21 95 43 12 61 57 27 28 02 93 81 82 51 36 62 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
67     47 59 60 94 14 48 13 75 26 33 91 56 21 95 43 12 61 57 27 28 02 93 81 82 51 36 62 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 34 79 72 
96 F   47 59 60 94 14 48 13 75 26 33 91 56 21 95 43 12 61 57 27 28 02 93 81 82 51 36 62 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 96 79 72 
11     47 59 60 94 14 48 13 75 26 33 91 56 21 95 43 12 61 57 27 28 02 93 81 82 51 36 62 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 96 79 72 
26     47 59 60 94 14 48 13 75 26 33 91 56 21 95 43 12 61 57 27 28 02 93 81 82 51 36 62 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 18 88 53 16 01 96 79 72 
39 F   47 59 60 94 14 48 13 75 26 33 91 56 21 95 43 12 61 57 27 28 02 93 81 82 51 36 62 58 92 37 89 11 42 67 52 87 66 04 22 76 49 46 39 88 53 16 01 96 79 72 
