Replacement Policy = LRU
-------------------------------------
Page   Content of Frames
76 F   97 26 50 22 38 68 36 16 67 19 06 46 21 54 53 11 66 04 42 15 29 81 14 02 62 65 75 40 95 25 83 43 90 10 92 93 52 76 80 37 32 56 44 58 94 20 86 39 74 61 
43     97 26 50 22 38 68 36 16 67 19 06 46 21 54 53 11 66 04 42 15 29 81 14 02 62 65 75 40 95 25 83 43 90 10 92 93 52 76 80 37 32 56 44 58 94 20 86 39 74 61 
08 F   97 26 50 22 38 68 36 16 67 19 06 46 21 54 53 08 66 04 42 15 29 81 14 02 62 65 75 40 95 25 83 43 90 10 92 93 52 76 80 37 32 56 44 58 94 20 86 39 74 61 
02     97 26 50 22 38 68 36 16 67 19 06 46 21 54 53 08 66 04 42 15 29 81 14 02 62 65 75 40 95 25 83 43 90 10 92 93 52 76 80 37 32 56 44 58 94 20 86 39 74 61 
93     97 26 50 22 38 68 36 16 67 19 06 46 21 54 53 08 66 04 42 15 29 81 14 02 62 65 75 40 95 25 83 43 90 10 92 93 52 76 80 37 32 56 44 58 94 20 86 39 74 61 
06     97 26 50 22 38 68 36 16 67 19 06 46 21 54 53 08 66 04 42 15 29 81 14 02 62 65 75 40 95 25 83 43 90 10 92 93 52 76 80 37 32 56 44 58 94 20 86 39 74 61 
92     97 26 50 22 38 68 36 16 67 19 06 46 21 54 53 08 66 04 42 15 29 81 14 02 62 65 75 40 95 25 83 43 90 10 92 93 52 76 80 37 32 56 44 58 94 20 86 39 74 61 
24 F   97 26 50 22 38 68 36 16 67 19 06 46 21 54 53 08 66 04 42 15 29 81 24 02 62 65 75 40 95 25 83 43 90 10 92 93 52 76 80 37 32 56 44 58 94 20 86 39 74 61 
32     97 26 50 22 38 68 36 16 67 19 06 46 21 54 53 08 66 04 42 15 29 81 24 02 62 65 75 40 95 25 83 43 90 10 92 93 52 76 80 37 32 56 44 58 94 20 86 39 74 61 
17 F   97 26 50 22 38 68 36 16 67 19 06 46 21 54 53 08 66 04 42 15 29 81 24 02 62 65 75 40 95 25 83 43 90 10 92 93 52 76 17 37 32 56 44 58 94 20 86 39 74 61 
13 F   97 26 50 22 38 68 36 16 67 19 06 46 21 13 53 08 66 04 42 15 29 81 24 02 62 65 75 40 95 25 83 43 90 10 92 93 52 76 17 37 32 56 44 58 94 20 86 39 74 61 
55 F   97 26 50 22 38 68 36 16 67 19 06 46 21 13 53 08 66 04 42 55 29 81 24 02 62 65 75 40 95 25 83 43 90 10 92 93 52 76 17 37 32 56 44 58 94 20 86 39 74 61 
06     97 26 50 22 38 68 36 16 67 19 06 46 21 13 53 08 66 04 42 55 29 81 24 02 62 65 75 40 95 25 83 43 90 10 92 93 52 76 17 37 32 56 44 58 94 20 86 39 74 61 
76     97 26 50 22 38 68 36 16 67 19 06 46 21 13 53 08 66 04 42 55 29 81 24 02 62 65 75 40 95 25 83 43 90 10 92 93 52 76 17 37 32 56 44 58 94 20 86 39 74 61 
84 F   97 26 50 22 38 68 36 84 67 19 06 46 21 13 53 08 66 04 42 55 29 81 24 02 62 65 75 40 95 25 83 43 90 10 92 93 52 76 17 37 32 56 44 58 94 20 86 39 74 61 
44     97 26 50 22 38 68 36 84 67 19 06 46 21 13 53 08 66 04 42 55 29 81 24 02 62 65 75 40 95 25 83 43 90 10 92 93 52 76 17 37 32 56 44 58 94 20 86 39 74 61 
35 F   97 26 50 22 38 68 36 84 67 19 06 46 21 13 53 08 66 04 42 55 29 81 24 02 62 65 75 40 35 25 83 43 90 10 92 93 52 76 17 37 32 56 44 58 94 20 86 39 74 61 
82 F   97 26 50 22 82 68 36 84 67 19 06 46 21 13 53 08 66 04 42 55 29 81 24 02 62 65 75 40 35 25 83 43 90 10 92 93 52 76 17 37 32 56 44 58 94 20 86 39 74 61 
32     97 26 50 22 82 68 36 84 67 19 06 46 21 13 53 08 66 04 42 55 29 81 24 02 62 65 75 40 35 25 83 43 90 10 92 93 52 76 17 37 32 56 44 58 94 20 86 39 74 61 
33 F   97 26 50 22 82 68 36 84 67 19 06 46 21 13 53 08 66 04 42 55 29 81 24 02 62 65 75 40 35 25 83 43 90 10 92 93 33 76 17 37 32 56 44 58 94 20 86 39 74 61 
12 F   97 26 50 22 82 68 36 84 67 19 06 46 21 13 53 08 66 04 42 55 29 81 24 02 12 65 75 40 35 25 83 43 90 10 92 93 33 76 17 37 32 56 44 58 94 20 86 39 74 61 
11 F   97 26 50 22 82 68 36 84 67 19 06 46 21 13 53 08 66 04 42 55 29 81 24 02 12 11 75 40 35 25 83 43 90 10 92 93 33 76 17 37 32 56 44 58 94 20 86 39 74 61 
52 F   97 26 50 22 82 68 36 84 67 19 06 46 21 13 53 08 66 04 42 55 29 81 24 02 12 11 75 40 35 25 83 43 90 10 92 93 33 76 17 37 32 52 44 58 94 20 86 39 74 61 
89 F   97 26 50 22 82 68 36 84 67 19 06 46 21 13 53 08 66 04 42 55 29 81 24 02 12 11 75 40 35 89 83 43 90 10 92 93 33 76 17 37 32 52 44 58 94 20 86 39 74 61 
49 F   97 26 50 22 82 49 36 84 67 19 06 46 21 13 53 08 66 04 42 55 29 81 24 02 12 11 75 40 35 89 83 43 90 10 92 93 33 76 17 37 32 52 44 58 94 20 86 39 74 61 
62 F   97 26 50 22 82 49 36 84 67 19 06 46 21 13 53 08 66 04 42 55 29 81 24 02 12 11 75 40 35 89 83 43 90 10 92 93 33 76 17 62 32 52 44 58 94 20 86 39 74 61 
32     97 26 50 22 82 49 36 84 67 19 06 46 21 13 53 08 66 04 42 55 29 81 24 02 12 11 75 40 35 89 83 43 90 10 92 93 33 76 17 62 32 52 44 58 94 20 86 39 74 61 
88 F   97 26 50 22 82 49 36 84 67 19 06 46 21 13 53 08 66 88 42 55 29 81 24 02 12 11 75 40 35 89 83 43 90 10 92 93 33 76 17 62 32 52 44 58 94 20 86 39 74 61 
99 F   97 26 50 22 82 49 36 84 67 19 06 46 99 13 53 08 66 88 42 55 29 81 24 02 12 11 75 40 35 89 83 43 90 10 92 93 33 76 17 62 32 52 44 58 94 20 86 39 74 61 
36     97 26 50 22 82 49 36 84 67 19 06 46 99 13 53 08 66 88 42 55 29 81 24 02 12 11 75 40 35 89 83 43 90 10 92 93 33 76 17 62 32 52 44 58 94 20 86 39 74 61 
89     97 26 50 22 82 49 36 84 67 19 06 46 99 13 53 08 66 88 42 55 29 81 24 02 12 11 75 40 35 89 83 43 90 10 92 93 33 76 17 62 32 52 44 58 94 20 86 39 74 61 
09 F   97 26 50 22 82 49 36 84 67 19 06 46 99 13 53 08 66 88 42 55 29 81 24 02 12 11 75 40 35 89 83 43 90 10 92 93 33 76 17 62 32 52 44 58 94 20 09 39 74 61 
27 F   97 26 50 22 82 49 36 84 67 19 06 46 99 13 27 08 66 88 42 55 29 81 24 02 12 11 75 40 35 89 83 43 90 10 92 93 33 76 17 62 32 52 44 58 94 20 09 39 74 61 
21 F   97 26 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 42 55 29 81 24 02 12 11 75 40 35 89 83 43 90 10 92 93 33 76 17 62 32 52 44 58 94 20 09 39 74 61 
80 F   97 26 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 42 55 29 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 20 09 39 74 61 
80     97 26 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 42 55 29 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 20 09 39 74 61 
49     97 26 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 42 55 29 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 20 09 39 74 61 
76     97 26 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 42 55 29 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 20 09 39 74 61 
04 F   97 26 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 04 55 29 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 20 09 39 74 61 
65 F   97 65 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 04 55 29 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 20 09 39 74 61 
55     97 65 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 04 55 29 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 20 09 39 74 61 
59 F   97 65 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 04 55 29 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 39 74 61 
22     97 65 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 04 55 29 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 39 74 61 
27     97 65 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 04 55 29 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 39 74 61 
64 F   97 65 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 39 74 61 
81     97 65 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 39 74 61 
02     97 65 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 39 74 61 
38 F   97 65 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
50     97 65 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
93     97 65 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
13     97 65 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
38     97 65 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
94     97 65 50 22 82 49 36 84 67 19 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
15 F   97 65 50 22 82 49 36 84 67 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
89     97 65 50 22 82 49 36 84 67 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
98 F   98 65 50 22 82 49 36 84 67 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
65     98 65 50 22 82 49 36 84 67 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
94     98 65 50 22 82 49 36 84 67 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
62     98 65 50 22 82 49 36 84 67 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
53 F   98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
84     98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 40 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
56 F   98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 56 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
89     98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 56 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
83     98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 56 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
65     98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 56 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
93     98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 56 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 61 
30 F   98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 56 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 58 94 59 09 38 74 30 
85 F   98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 56 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 74 30 
38     98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 56 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 74 30 
83     98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 75 56 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 74 30 
23 F   98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 23 56 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 74 30 
92     98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 23 56 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 74 30 
53     98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 66 88 04 55 64 81 24 02 12 11 23 56 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 74 30 
73 F   98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 73 88 04 55 64 81 24 02 12 11 23 56 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 74 30 
21     98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 73 88 04 55 64 81 24 02 12 11 23 56 35 89 83 43 90 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 74 30 
51 F   98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 73 88 04 55 64 81 24 02 12 11 23 56 35 89 83 43 51 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 74 30 
97 F   98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 73 88 04 55 64 81 24 02 12 11 23 56 35 89 83 43 51 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 97 30 
20 F   98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 73 88 04 55 64 81 24 02 12 11 23 56 35 89 83 20 51 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 97 30 
08     98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 73 88 04 55 64 81 24 02 12 11 23 56 35 89 83 20 51 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 97 30 
44     98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 73 88 04 55 64 81 24 02 12 11 23 56 35 89 83 20 51 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 97 30 
64     98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 73 88 04 55 64 81 24 02 12 11 23 56 35 89 83 20 51 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 97 30 
11     98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 73 88 04 55 64 81 24 02 12 11 23 56 35 89 83 20 51 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 97 30 
48 F   98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 73 88 04 55 64 81 48 02 12 11 23 56 35 89 83 20 51 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 97 30 
76     98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 73 88 04 55 64 81 48 02 12 11 23 56 35 89 83 20 51 80 92 93 33 76 17 62 32 52 44 85 94 59 09 38 97 30 
87 F   98 65 50 22 82 49 36 84 53 15 06 21 99 13 27 08 73 88 04 55 64 81 48 02 12 11 23 56 35 89 83 20 51 80 92 93 33 76 87 62 32 52 44 85 94 59 09 38 97 30 
01 F   98 65 50 22 82 49 36 84 53 15 01 21 99 13 27 08 73 88 04 55 64 81 48 02 12 11 23 56 35 89 83 20 51 80 92 93 33 76 87 62 32 52 44 85 94 59 09 38 97 30 
71 F   98 65 50 22 82 49 36 84 53 15 01 21 99 13 27 08 73 88 04 55 64 81 48 02 12 11 23 56 71 89 83 20 51 80 92 93 33 76 87 62 32 52 44 85 94 59 09 38 97 30 
96 F   98 65 50 22 96 49 36 84 53 15 01 21 99 13 27 08 73 88 04 55 64 81 48 02 12 11 23 56 71 89 83 20 51 80 92 93 33 76 87 62 32 52 44 85 94 59 09 38 97 30 
80     98 65 50 22 96 49 36 84 53 15 01 21 99 13 27 08 73 88 04 55 64 81 48 02 12 11 23 56 71 89 83 20 51 80 92 93 33 76 87 62 32 52 44 85 94 59 09 38 97 30 
29 F   98 65 50 22 96 49 36 84 53 15 01 21 99 13 27 08 73 88 04 55 64 81 48 02 12 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 32 52 44 85 94 59 09 38 97 30 
70 F   98 65 50 22 96 49 36 84 53 15 01 21 99 13 27 08 73 88 04 55 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 32 52 44 85 94 59 09 38 97 30 
41 F   98 65 50 22 96 49 36 84 53 15 01 21 99 13 27 08 73 88 04 55 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 32 41 44 85 94 59 09 38 97 30 
45 F   98 65 50 22 96 49 36 84 53 15 01 21 99 13 27 08 73 88 04 55 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 59 09 38 97 30 
39 F   98 65 50 22 96 49 36 84 53 15 01 21 99 13 27 08 73 39 04 55 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 59 09 38 97 30 
62     98 65 50 22 96 49 36 84 53 15 01 21 99 13 27 08 73 39 04 55 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 59 09 38 97 30 
82 F   98 65 50 22 96 49 36 84 53 15 01 21 82 13 27 08 73 39 04 55 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 59 09 38 97 30 
18 F   98 65 50 22 96 49 18 84 53 15 01 21 82 13 27 08 73 39 04 55 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 59 09 38 97 30 
95 F   98 65 50 22 96 49 18 84 53 15 01 21 82 13 27 08 73 39 04 55 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 59 95 38 97 30 
94     98 65 50 22 96 49 18 84 53 15 01 21 82 13 27 08 73 39 04 55 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 59 95 38 97 30 
41     98 65 50 22 96 49 18 84 53 15 01 21 82 13 27 08 73 39 04 55 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 59 95 38 97 30 
61 F   98 65 50 22 96 61 18 84 53 15 01 21 82 13 27 08 73 39 04 55 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 59 95 38 97 30 
43 F   98 65 50 22 96 61 18 84 53 15 01 21 82 13 27 08 73 39 43 55 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 59 95 38 97 30 
61     98 65 50 22 96 61 18 84 53 15 01 21 82 13 27 08 73 39 43 55 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 59 95 38 97 30 
76     98 65 50 22 96 61 18 84 53 15 01 21 82 13 27 08 73 39 43 55 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 59 95 38 97 30 
45     98 65 50 22 96 61 18 84 53 15 01 21 82 13 27 08 73 39 43 55 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 59 95 38 97 30 
25 F   98 65 50 22 96 61 18 84 53 15 01 21 82 13 27 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 59 95 38 97 30 
63 F   98 65 50 22 96 61 18 84 53 15 01 21 82 13 27 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
01     98 65 50 22 96 61 18 84 53 15 01 21 82 13 27 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
35 F   98 65 50 35 96 61 18 84 53 15 01 21 82 13 27 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
19 F   98 65 50 35 96 61 18 84 53 15 01 21 82 13 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
56     98 65 50 35 96 61 18 84 53 15 01 21 82 13 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
61     98 65 50 35 96 61 18 84 53 15 01 21 82 13 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
81     98 65 50 35 96 61 18 84 53 15 01 21 82 13 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
02     98 65 50 35 96 61 18 84 53 15 01 21 82 13 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
34 F   98 65 34 35 96 61 18 84 53 15 01 21 82 13 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
53     98 65 34 35 96 61 18 84 53 15 01 21 82 13 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
03 F   98 65 34 35 96 61 18 84 53 15 01 21 82 03 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
93     98 65 34 35 96 61 18 84 53 15 01 21 82 03 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
78 F   98 65 34 35 96 61 18 84 53 78 01 21 82 03 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
54 F   54 65 34 35 96 61 18 84 53 78 01 21 82 03 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
02     54 65 34 35 96 61 18 84 53 78 01 21 82 03 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
40 F   54 65 34 35 96 61 18 40 53 78 01 21 82 03 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 89 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
90 F   54 65 34 35 96 61 18 40 53 78 01 21 82 03 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 90 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
73     54 65 34 35 96 61 18 40 53 78 01 21 82 03 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 90 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
06 F   54 06 34 35 96 61 18 40 53 78 01 21 82 03 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 90 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 30 
86 F   54 06 34 35 96 61 18 40 53 78 01 21 82 03 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 90 83 20 51 80 92 93 29 76 87 62 45 41 44 85 94 63 95 38 97 86 
12 F   54 06 34 35 96 61 18 40 53 78 01 21 82 03 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 90 83 20 51 80 92 93 29 76 87 62 45 41 44 12 94 63 95 38 97 86 
92     54 06 34 35 96 61 18 40 53 78 01 21 82 03 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 90 83 20 51 80 92 93 29 76 87 62 45 41 44 12 94 63 95 38 97 86 
84 F   54 06 34 35 96 61 18 40 53 78 01 21 82 03 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 90 83 20 51 80 92 93 29 76 87 62 45 41 44 12 94 63 95 84 97 86 
05 F   54 06 34 35 96 61 18 40 53 78 01 21 82 03 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 90 05 20 51 80 92 93 29 76 87 62 45 41 44 12 94 63 95 84 97 86 
95     54 06 34 35 96 61 18 40 53 78 01 21 82 03 19 08 73 39 43 25 64 81 48 02 70 11 23 56 71 90 05 20 51 80 92 93 29 76 87 62 45 41 44 12 94 63 95 84 97 86 
55 F   54 06 34 35 96 61 18 40 53 78 01 21 82 03 19 08 73 39 43 25 64 81 48 02 70 11 55 56 71 90 05 20 51 80 92 93 29 76 87 62 45 41 44 12 94 63 95 84 97 86 
75 F   54 06 34 35 96 61 18 40 53 78 01 75 82 03 19 08 73 39 43 25 64 81 48 02 70 11 55 56 71 90 05 20 51 80 92 93 29 76 87 62 45 41 44 12 94 63 95 84 97 86 
82     54 06 34 35 96 61 18 40 53 78 01 75 82 03 19 08 73 39 43 25 64 81 48 02 70 11 55 56 71 90 05 20 51 80 92 93 29 76 87 62 45 41 44 12 94 63 95 84 97 86 
