Replacement Policy = LRU
-------------------------------------
Page   Content of Frames
93 F   41 99 45 97 68 90 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 57 70 63 67 52 60 77 84 95 78 49 06 93 31 26 65 07 20 87 17 42 53 
14 F   41 99 14 97 68 90 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 57 70 63 67 52 60 77 84 95 78 49 06 93 31 26 65 07 20 87 17 42 53 
53     41 99 14 97 68 90 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 40 15 98 18 29 57 70 63 67 52 60 77 84 95 78 49 06 93 31 26 65 07 20 87 17 42 53 
47 F   41 99 14 97 68 90 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 84 95 78 49 06 93 31 26 65 07 20 87 17 42 53 
10     41 99 14 97 68 90 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 84 95 78 49 06 93 31 26 65 07 20 87 17 42 53 
62 F   41 99 14 97 68 90 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 84 95 78 49 06 93 31 26 65 07 20 87 62 42 53 
81 F   41 99 14 97 68 90 12 86 13 27 72 19 30 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 49 06 93 31 26 65 07 20 87 62 42 53 
55 F   41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 49 06 93 31 26 65 07 20 87 62 42 53 
81     41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 49 06 93 31 26 65 07 20 87 62 42 53 
98     41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 49 06 93 31 26 65 07 20 87 62 42 53 
57     41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 49 06 93 31 26 65 07 20 87 62 42 53 
19     41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 49 06 93 31 26 65 07 20 87 62 42 53 
39 F   41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 49 06 93 31 26 65 07 39 87 62 42 53 
07     41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 49 06 93 31 26 65 07 39 87 62 42 53 
60     41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 49 06 93 31 26 65 07 39 87 62 42 53 
65     41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 49 06 93 31 26 65 07 39 87 62 42 53 
09 F   41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 49 06 93 31 26 65 07 39 87 62 09 53 
76 F   41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
93     41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
87     41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
27     41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
67     41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
90     41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 24 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
46 F   41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 46 36 92 25 96 02 10 47 15 98 18 29 57 70 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
11 F   41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 46 36 92 25 96 02 10 47 15 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
17 F   41 99 14 97 68 90 12 86 13 27 72 19 55 38 94 69 46 36 92 25 96 17 10 47 15 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
70 F   41 99 14 97 68 90 12 70 13 27 72 19 55 38 94 69 46 36 92 25 96 17 10 47 15 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
06     41 99 14 97 68 90 12 70 13 27 72 19 55 38 94 69 46 36 92 25 96 17 10 47 15 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
19     41 99 14 97 68 90 12 70 13 27 72 19 55 38 94 69 46 36 92 25 96 17 10 47 15 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
29     41 99 14 97 68 90 12 70 13 27 72 19 55 38 94 69 46 36 92 25 96 17 10 47 15 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
06     41 99 14 97 68 90 12 70 13 27 72 19 55 38 94 69 46 36 92 25 96 17 10 47 15 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
08 F   41 99 14 97 68 90 08 70 13 27 72 19 55 38 94 69 46 36 92 25 96 17 10 47 15 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
38     41 99 14 97 68 90 08 70 13 27 72 19 55 38 94 69 46 36 92 25 96 17 10 47 15 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
21 F   41 99 14 97 68 90 08 70 13 27 72 19 55 38 94 69 46 36 92 25 96 17 10 47 21 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
25     41 99 14 97 68 90 08 70 13 27 72 19 55 38 94 69 46 36 92 25 96 17 10 47 21 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
53     41 99 14 97 68 90 08 70 13 27 72 19 55 38 94 69 46 36 92 25 96 17 10 47 21 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
57     41 99 14 97 68 90 08 70 13 27 72 19 55 38 94 69 46 36 92 25 96 17 10 47 21 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
33 F   41 99 14 97 68 90 08 70 13 27 72 19 55 38 94 33 46 36 92 25 96 17 10 47 21 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
30 F   41 99 14 97 68 90 08 70 13 27 72 19 55 38 94 33 46 36 92 25 30 17 10 47 21 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
80 F   41 99 14 97 68 90 08 70 80 27 72 19 55 38 94 33 46 36 92 25 30 17 10 47 21 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
31     41 99 14 97 68 90 08 70 80 27 72 19 55 38 94 33 46 36 92 25 30 17 10 47 21 98 18 29 57 11 63 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
82 F   41 99 14 97 68 90 08 70 80 27 72 19 55 38 94 33 46 36 92 25 30 17 10 47 21 98 18 29 57 11 82 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
32 F   41 99 14 97 68 90 08 70 80 27 32 19 55 38 94 33 46 36 92 25 30 17 10 47 21 98 18 29 57 11 82 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
95     41 99 14 97 68 90 08 70 80 27 32 19 55 38 94 33 46 36 92 25 30 17 10 47 21 98 18 29 57 11 82 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
26     41 99 14 97 68 90 08 70 80 27 32 19 55 38 94 33 46 36 92 25 30 17 10 47 21 98 18 29 57 11 82 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
40 F   41 99 14 40 68 90 08 70 80 27 32 19 55 38 94 33 46 36 92 25 30 17 10 47 21 98 18 29 57 11 82 67 52 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
84 F   41 99 14 40 68 90 08 70 80 27 32 19 55 38 94 33 46 36 92 25 30 17 10 47 21 98 18 29 57 11 82 67 84 60 77 81 95 78 76 06 93 31 26 65 07 39 87 62 09 53 
45 F   41 99 14 40 68 90 08 70 80 27 32 19 55 38 94 33 46 36 92 25 30 17 10 47 21 98 18 29 57 11 82 67 84 60 77 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
20 F   41 20 14 40 68 90 08 70 80 27 32 19 55 38 94 33 46 36 92 25 30 17 10 47 21 98 18 29 57 11 82 67 84 60 77 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
32     41 20 14 40 68 90 08 70 80 27 32 19 55 38 94 33 46 36 92 25 30 17 10 47 21 98 18 29 57 11 82 67 84 60 77 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
34 F   41 20 14 40 68 90 08 70 80 27 32 19 55 38 94 33 46 36 34 25 30 17 10 47 21 98 18 29 57 11 82 67 84 60 77 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
26     41 20 14 40 68 90 08 70 80 27 32 19 55 38 94 33 46 36 34 25 30 17 10 47 21 98 18 29 57 11 82 67 84 60 77 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
08     41 20 14 40 68 90 08 70 80 27 32 19 55 38 94 33 46 36 34 25 30 17 10 47 21 98 18 29 57 11 82 67 84 60 77 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
54 F   41 20 14 40 68 90 08 70 80 27 32 19 55 38 94 33 46 36 34 25 30 17 10 47 21 98 54 29 57 11 82 67 84 60 77 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
63 F   41 20 14 40 68 90 08 70 80 27 32 19 55 38 94 33 46 63 34 25 30 17 10 47 21 98 54 29 57 11 82 67 84 60 77 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
22 F   41 20 14 40 68 90 08 70 80 27 32 19 55 38 94 33 46 63 34 25 30 17 10 47 21 98 54 29 57 11 82 67 84 60 22 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
18 F   18 20 14 40 68 90 08 70 80 27 32 19 55 38 94 33 46 63 34 25 30 17 10 47 21 98 54 29 57 11 82 67 84 60 22 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
07     18 20 14 40 68 90 08 70 80 27 32 19 55 38 94 33 46 63 34 25 30 17 10 47 21 98 54 29 57 11 82 67 84 60 22 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
86 F   18 20 14 40 86 90 08 70 80 27 32 19 55 38 94 33 46 63 34 25 30 17 10 47 21 98 54 29 57 11 82 67 84 60 22 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
86     18 20 14 40 86 90 08 70 80 27 32 19 55 38 94 33 46 63 34 25 30 17 10 47 21 98 54 29 57 11 82 67 84 60 22 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
86     18 20 14 40 86 90 08 70 80 27 32 19 55 38 94 33 46 63 34 25 30 17 10 47 21 98 54 29 57 11 82 67 84 60 22 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
68 F   18 20 14 40 86 90 08 70 80 27 32 19 55 38 68 33 46 63 34 25 30 17 10 47 21 98 54 29 57 11 82 67 84 60 22 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
22     18 20 14 40 86 90 08 70 80 27 32 19 55 38 68 33 46 63 34 25 30 17 10 47 21 98 54 29 57 11 82 67 84 60 22 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
75 F   18 20 75 40 86 90 08 70 80 27 32 19 55 38 68 33 46 63 34 25 30 17 10 47 21 98 54 29 57 11 82 67 84 60 22 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
79 F   18 20 75 40 86 90 08 70 80 27 32 19 55 38 68 33 46 63 34 25 30 17 10 79 21 98 54 29 57 11 82 67 84 60 22 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
78 F   18 20 75 40 86 90 08 70 80 27 32 19 55 38 68 33 46 63 34 25 30 17 78 79 21 98 54 29 57 11 82 67 84 60 22 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
68     18 20 75 40 86 90 08 70 80 27 32 19 55 38 68 33 46 63 34 25 30 17 78 79 21 98 54 29 57 11 82 67 84 60 22 81 95 45 76 06 93 31 26 65 07 39 87 62 09 53 
58 F   18 20 75 40 86 90 08 70 80 27 32 19 55 38 68 33 46 63 34 25 30 17 78 79 21 98 54 29 57 11 82 67 84 60 22 81 95 45 76 06 93 31 26 65 07 39 87 58 09 53 
56 F   18 20 75 40 86 90 08 70 80 27 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 98 54 29 57 11 82 67 84 60 22 81 95 45 76 06 93 31 26 65 07 39 87 58 09 53 
62 F   18 20 75 40 86 90 08 70 80 27 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 98 54 29 57 11 82 67 84 60 22 62 95 45 76 06 93 31 26 65 07 39 87 58 09 53 
45     18 20 75 40 86 90 08 70 80 27 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 98 54 29 57 11 82 67 84 60 22 62 95 45 76 06 93 31 26 65 07 39 87 58 09 53 
07     18 20 75 40 86 90 08 70 80 27 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 98 54 29 57 11 82 67 84 60 22 62 95 45 76 06 93 31 26 65 07 39 87 58 09 53 
62     18 20 75 40 86 90 08 70 80 27 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 98 54 29 57 11 82 67 84 60 22 62 95 45 76 06 93 31 26 65 07 39 87 58 09 53 
39     18 20 75 40 86 90 08 70 80 27 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 98 54 29 57 11 82 67 84 60 22 62 95 45 76 06 93 31 26 65 07 39 87 58 09 53 
04 F   18 20 75 40 86 90 08 70 80 27 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 67 84 60 22 62 95 45 76 06 93 31 26 65 07 39 87 58 09 53 
43 F   18 20 75 40 86 90 08 70 80 27 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 67 84 43 22 62 95 45 76 06 93 31 26 65 07 39 87 58 09 53 
04     18 20 75 40 86 90 08 70 80 27 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 67 84 43 22 62 95 45 76 06 93 31 26 65 07 39 87 58 09 53 
40     18 20 75 40 86 90 08 70 80 27 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 67 84 43 22 62 95 45 76 06 93 31 26 65 07 39 87 58 09 53 
98 F   18 20 75 40 86 90 08 70 80 27 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 67 84 43 22 62 95 45 76 06 93 31 26 98 07 39 87 58 09 53 
24 F   18 20 75 40 86 90 08 70 80 27 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 67 84 43 22 62 95 45 76 06 93 31 26 98 07 39 87 58 24 53 
16 F   18 20 75 40 86 90 08 70 80 27 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 67 84 43 22 62 95 45 16 06 93 31 26 98 07 39 87 58 24 53 
69 F   18 20 75 40 86 90 08 70 80 27 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 67 84 43 22 62 95 45 16 06 69 31 26 98 07 39 87 58 24 53 
94 F   18 20 75 40 86 90 08 70 80 27 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 67 84 43 22 62 95 45 16 06 69 31 26 98 07 39 94 58 24 53 
90     18 20 75 40 86 90 08 70 80 27 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 67 84 43 22 62 95 45 16 06 69 31 26 98 07 39 94 58 24 53 
85 F   18 20 75 40 86 90 08 70 80 85 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 67 84 43 22 62 95 45 16 06 69 31 26 98 07 39 94 58 24 53 
53     18 20 75 40 86 90 08 70 80 85 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 67 84 43 22 62 95 45 16 06 69 31 26 98 07 39 94 58 24 53 
19     18 20 75 40 86 90 08 70 80 85 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 67 84 43 22 62 95 45 16 06 69 31 26 98 07 39 94 58 24 53 
68     18 20 75 40 86 90 08 70 80 85 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 67 84 43 22 62 95 45 16 06 69 31 26 98 07 39 94 58 24 53 
08     18 20 75 40 86 90 08 70 80 85 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 67 84 43 22 62 95 45 16 06 69 31 26 98 07 39 94 58 24 53 
90     18 20 75 40 86 90 08 70 80 85 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 67 84 43 22 62 95 45 16 06 69 31 26 98 07 39 94 58 24 53 
89 F   18 20 75 40 86 90 08 70 80 85 32 19 56 38 68 33 46 63 34 25 30 17 78 79 21 04 54 29 57 11 82 89 84 43 22 62 95 45 16 06 69 31 26 98 07 39 94 58 24 53 
92 F   18 20 75 40 86 90 08 70 80 85 32 19 56 38 68 33 92 63 34 25 30 17 78 79 21 04 54 29 57 11 82 89 84 43 22 62 95 45 16 06 69 31 26 98 07 39 94 58 24 53 
91 F   18 20 75 40 86 90 08 70 80 85 32 19 56 38 68 33 92 63 34 25 30 17 78 79 21 04 54 29 57 91 82 89 84 43 22 62 95 45 16 06 69 31 26 98 07 39 94 58 24 53 
70     18 20 75 40 86 90 08 70 80 85 32 19 56 38 68 33 92 63 34 25 30 17 78 79 21 04 54 29 57 91 82 89 84 43 22 62 95 45 16 06 69 31 26 98 07 39 94 58 24 53 
97 F   18 20 75 40 86 90 08 70 80 85 32 19 56 38 68 33 92 63 34 25 30 97 78 79 21 04 54 29 57 91 82 89 84 43 22 62 95 45 16 06 69 31 26 98 07 39 94 58 24 53 
82     18 20 75 40 86 90 08 70 80 85 32 19 56 38 68 33 92 63 34 25 30 97 78 79 21 04 54 29 57 91 82 89 84 43 22 62 95 45 16 06 69 31 26 98 07 39 94 58 24 53 
86     18 20 75 40 86 90 08 70 80 85 32 19 56 38 68 33 92 63 34 25 30 97 78 79 21 04 54 29 57 91 82 89 84 43 22 62 95 45 16 06 69 31 26 98 07 39 94 58 24 53 
99 F   18 20 75 40 86 90 08 70 80 85 32 19 56 38 68 33 92 63 34 25 30 97 78 79 21 04 54 99 57 91 82 89 84 43 22 62 95 45 16 06 69 31 26 98 07 39 94 58 24 53 
35 F   18 20 75 40 86 90 08 70 80 85 32 19 56 38 68 33 92 63 34 25 30 97 78 79 21 04 54 99 57 91 82 89 84 43 22 62 95 45 16 35 69 31 26 98 07 39 94 58 24 53 
50 F   18 20 75 40 86 90 08 70 80 85 32 19 56 50 68 33 92 63 34 25 30 97 78 79 21 04 54 99 57 91 82 89 84 43 22 62 95 45 16 35 69 31 26 98 07 39 94 58 24 53 
94     18 20 75 40 86 90 08 70 80 85 32 19 56 50 68 33 92 63 34 25 30 97 78 79 21 04 54 99 57 91 82 89 84 43 22 62 95 45 16 35 69 31 26 98 07 39 94 58 24 53 
05 F   18 20 75 40 86 90 08 70 80 85 32 19 56 50 68 33 92 63 34 25 30 97 78 79 05 04 54 99 57 91 82 89 84 43 22 62 95 45 16 35 69 31 26 98 07 39 94 58 24 53 
69     18 20 75 40 86 90 08 70 80 85 32 19 56 50 68 33 92 63 34 25 30 97 78 79 05 04 54 99 57 91 82 89 84 43 22 62 95 45 16 35 69 31 26 98 07 39 94 58 24 53 
31     18 20 75 40 86 90 08 70 80 85 32 19 56 50 68 33 92 63 34 25 30 97 78 79 05 04 54 99 57 91 82 89 84 43 22 62 95 45 16 35 69 31 26 98 07 39 94 58 24 53 
-------------------------------------
Number of page faults = 167
